,TaMin_2m,TaMax_2m,RHMin_2m,RHMax_2m,WndAveSpd_3m,Solar_2m_Avg,Rain_1m_Tot,hour,date
2023-09-30 11:00:00,20.66,24.38,53.12,70.84,2.9416333333333333,564.0433333333333,0.0,11,2023-09-30
2023-09-30 12:00:00,23.91,26.54,47.7,55.08,2.79665,651.8016666666666,0.0,12,2023-09-30
2023-09-30 13:00:00,25.87,28.18,41.98,51.01,3.38085,684.5550000000001,0.0,13,2023-09-30
2023-10-01 11:00:00,24.57,27.65,39.56,48.08,7.7221166666666665,432.805,0.0,11,2023-10-01
2023-10-01 12:00:00,25.54,28.29,38.28,44.96,8.15185,542.13,0.0,12,2023-10-01
2023-10-01 13:00:00,25.96,29.27,35.49,44.45,7.626316666666667,692.6233333333333,0.0,13,2023-10-01
2023-10-02 11:00:00,23.31,25.66,44.94,50.87,5.996466666666667,551.5,0.0,11,2023-10-02
2023-10-02 12:00:00,25.33,28.29,39.38,46.19,5.793683333333333,635.7516666666667,0.0,12,2023-10-02
2023-10-02 13:00:00,27.57,29.88,36.57,40.77,6.01895,666.3383333333334,0.0,13,2023-10-02
2023-10-03 11:00:00,19.87,22.38,56.45,66.7,1.9761,557.5616666666666,0.0,11,2023-10-03
2023-10-03 12:00:00,21.44,23.48,52.21,60.9,1.9565333333333332,376.75333333333333,0.0,12,2023-10-03
2023-10-03 13:00:00,21.59,23.48,53.15,60.22,2.9927166666666665,398.3233333333334,0.0,13,2023-10-03
2023-10-04 11:00:00,12.73,15.41,58.17,72.4,2.499016666666667,561.625,0.0,11,2023-10-04
2023-10-04 12:00:00,14.98,17.15,49.5,63.27,2.4134499999999997,640.0400000000001,0.0,12,2023-10-04
2023-10-04 13:00:00,16.68,18.46,44.99,53.19,2.1165166666666666,674.4433333333333,0.0,13,2023-10-04
2023-10-05 11:00:00,15.8,18.39,37.79,51.95,4.803383333333333,539.1216666666667,0.0,11,2023-10-05
2023-10-05 12:00:00,17.15,18.62,35.53,40.4,4.687316666666666,392.5866666666667,0.0,12,2023-10-05
2023-10-05 13:00:00,17.53,19.28,31.53,39.11,4.13135,428.35,0.0,13,2023-10-05
2023-10-06 11:00:00,8.37,10.02,18.35,25.87,7.9906500000000005,553.965,0.0,11,2023-10-06
2023-10-06 12:00:00,9.26,11.38,13.75,19.23,7.254933333333333,661.6816666666667,0.0,12,2023-10-06
2023-10-06 13:00:00,10.34,12.0,13.95,18.49,6.2162500000000005,690.5633333333334,0.0,13,2023-10-06
2023-10-07 11:00:00,12.67,15.99,24.55,27.45,2.9402166666666667,557.61,0.0,11,2023-10-07
2023-10-07 12:00:00,15.09,18.24,24.67,29.5,2.8123833333333335,643.0383333333334,0.0,12,2023-10-07
2023-10-07 13:00:00,17.58,19.73,26.96,30.72,2.8816833333333336,670.4933333333333,0.0,13,2023-10-07
2023-10-08 11:00:00,15.58,20.59,29.9,48.37,1.3084333333333333,554.4333333333333,0.0,11,2023-10-08
2023-10-08 12:00:00,20.16,22.96,24.82,32.78,1.3516333333333332,641.0699999999999,0.0,12,2023-10-08
2023-10-08 13:00:00,21.92,24.05,24.01,28.47,1.8869666666666667,667.9766666666667,0.0,13,2023-10-08
2023-10-09 11:00:00,12.93,17.16,41.75,57.47,0.8180166666666667,545.9516666666666,0.0,11,2023-10-09
2023-10-09 12:00:00,16.87,19.06,34.98,42.56,1.84215,630.8233333333334,0.0,12,2023-10-09
2023-10-09 13:00:00,18.31,20.29,32.54,37.27,2.0383833333333334,659.295,0.0,13,2023-10-09
2023-10-10 11:00:00,17.83,21.25,36.7,44.13,6.1175999999999995,525.3116666666667,0.0,11,2023-10-10
2023-10-10 12:00:00,20.82,23.09,33.78,38.05,5.1513,623.635,0.0,12,2023-10-10
2023-10-10 13:00:00,22.2,23.86,32.8,35.71,4.798150000000001,634.4599999999999,0.0,13,2023-10-10
2023-10-11 11:00:00,12.1,19.16,49.14,69.38,2.6920833333333336,526.1333333333333,0.0,11,2023-10-11
2023-10-11 12:00:00,18.77,21.62,41.91,50.08,2.54475,637.4833333333333,0.0,12,2023-10-11
2023-10-11 13:00:00,21.38,24.1,33.64,42.75,3.05095,699.0016666666667,0.0,13,2023-10-11
2023-10-12 11:00:00,15.94,17.13,83.6,96.9,1.8296333333333334,131.74383333333333,0.254,11,2023-10-12
2023-10-12 12:00:00,16.13,17.55,78.98,94.1,2.3063833333333337,203.19766666666666,0.0,12,2023-10-12
2023-10-12 13:00:00,15.73,17.3,83.1,93.8,2.7253833333333333,96.55523333333333,0.0,13,2023-10-12
2023-10-13 11:00:00,5.454,7.584,68.18,83.4,9.34555,301.34166666666664,0.0,11,2023-10-13
2023-10-13 12:00:00,6.766,7.523,65.63,70.82,8.139966666666668,110.19933333333333,0.0,12,2023-10-13
2023-10-13 13:00:00,6.953,7.661,66.0,69.69,7.42975,100.8505,0.0,13,2023-10-13
2023-10-14 11:00:00,6.064,6.679,74.28,79.73,4.1360166666666665,69.49166666666666,0.0,11,2023-10-14
2023-10-14 12:00:00,6.395,8.33,71.12,79.02,4.49655,268.95166666666665,0.0,12,2023-10-14
2023-10-14 13:00:00,7.803,10.21,61.62,73.01,4.4440333333333335,346.295,0.0,13,2023-10-14
2023-10-15 11:00:00,6.807,9.3,56.04,76.16,1.6822000000000001,381.625,0.0,11,2023-10-15
2023-10-15 12:00:00,7.93,9.4,56.61,64.57,2.39175,261.19666666666666,0.0,12,2023-10-15
2023-10-15 13:00:00,8.45,9.54,56.64,62.47,2.3232500000000003,239.62333333333333,0.0,13,2023-10-15
2023-10-16 11:00:00,9.42,13.74,54.46,71.18,1.4239333333333335,516.7966666666666,0.0,11,2023-10-16
2023-10-16 12:00:00,13.45,16.83,44.66,56.26,1.3972833333333334,592.2783333333333,0.0,12,2023-10-16
2023-10-16 13:00:00,15.73,18.89,37.82,47.61,1.2386333333333333,618.1716666666667,0.0,13,2023-10-16
2023-10-17 11:00:00,15.24,22.38,28.41,57.74,1.0856166666666667,510.56,0.0,11,2023-10-17
2023-10-17 12:00:00,22.15,25.56,24.41,30.41,4.02705,593.4066666666666,0.0,12,2023-10-17
2023-10-17 13:00:00,24.9,27.41,20.96,25.66,4.923133333333333,619.8783333333333,0.0,13,2023-10-17
2023-10-18 11:00:00,14.35,17.45,31.81,41.06,6.4534666666666665,510.01666666666665,0.0,11,2023-10-18
2023-10-18 12:00:00,17.16,19.05,28.79,33.5,6.064266666666667,589.2900000000001,0.0,12,2023-10-18
2023-10-18 13:00:00,18.2,20.18,28.76,31.2,6.869233333333333,610.6566666666666,0.0,13,2023-10-18
2023-10-19 11:00:00,16.61,21.37,30.59,38.68,4.24765,498.90999999999997,0.0,11,2023-10-19
2023-10-19 12:00:00,21.08,25.24,23.2,31.97,4.452816666666666,581.2416666666667,0.0,12,2023-10-19
2023-10-19 13:00:00,24.71,25.94,21.84,24.41,5.94745,608.27,0.0,13,2023-10-19
2023-10-20 11:00:00,16.15,21.37,32.58,44.68,2.889233333333333,502.69,0.0,11,2023-10-20
2023-10-20 12:00:00,21.08,26.32,23.77,33.39,2.719133333333333,584.7916666666666,0.0,12,2023-10-20
2023-10-20 13:00:00,25.42,28.76,18.12,24.95,3.05355,610.1716666666667,0.0,13,2023-10-20
2023-10-21 11:00:00,15.77,18.62,32.82,41.8,2.5851333333333333,490.49,0.0,11,2023-10-21
2023-10-21 12:00:00,18.15,20.35,29.73,34.07,2.099483333333333,571.9449999999999,0.0,12,2023-10-21
2023-10-21 13:00:00,19.4,21.19,28.18,31.59,2.7643166666666668,601.525,0.0,13,2023-10-21
2023-10-22 11:00:00,8.44,13.67,45.2,68.86,2.9981666666666666,127.77983333333333,0.0,11,2023-10-22
2023-10-22 12:00:00,11.72,14.33,40.9,59.15,1.8955166666666665,253.55383333333333,0.0,12,2023-10-22
2023-10-22 13:00:00,13.47,17.7,38.11,52.36,2.4869333333333334,321.76,0.0,13,2023-10-22
2023-10-23 11:00:00,11.63,16.79,52.29,67.92,1.6284833333333333,468.39000000000004,0.0,11,2023-10-23
2023-10-23 12:00:00,16.41,21.17,40.64,52.45,2.1086833333333335,551.3449999999999,0.0,12,2023-10-23
2023-10-23 13:00:00,20.44,22.7,39.03,42.65,1.9843833333333334,574.3733333333333,0.0,13,2023-10-23
2023-10-24 11:00:00,9.6,10.35,84.1,87.0,3.139733333333333,115.54749999999999,0.0,11,2023-10-24
2023-10-24 12:00:00,10.11,11.3,80.7,85.7,3.2736,148.75666666666666,0.0,12,2023-10-24
2023-10-24 13:00:00,10.87,11.86,77.6,82.4,3.75255,153.93166666666667,0.0,13,2023-10-24
2023-10-25 11:00:00,7.992,8.85,98.2,99.1,0.9372,68.66633333333333,0.0,11,2023-10-25
2023-10-25 12:00:00,8.32,9.51,95.9,98.6,0.9519833333333333,97.90100000000001,0.0,12,2023-10-25
2023-10-25 13:00:00,9.08,10.16,95.4,97.1,0.8722666666666666,129.205,0.0,13,2023-10-25
2023-10-26 11:00:00,2.015,2.822,95.9,98.1,4.025566666666666,91.88533333333334,0.0,11,2023-10-26
2023-10-26 12:00:00,2.299,3.245,96.3,97.7,4.5752999999999995,132.64333333333335,0.0,12,2023-10-26
2023-10-26 13:00:00,2.629,3.577,95.3,97.1,4.05655,125.18666666666667,0.0,13,2023-10-26
2023-10-27 11:00:00,-4.636,-2.502,65.32,72.78,3.978283333333333,460.14666666666665,0.0,11,2023-10-27
2023-10-27 12:00:00,-3.076,-1.148,62.15,71.42,3.4383166666666667,543.7533333333333,0.0,12,2023-10-27
2023-10-27 13:00:00,-1.579,0.84,57.23,69.74,2.061183333333333,566.8233333333334,0.0,13,2023-10-27
2023-10-28 11:00:00,-4.856,-4.29,73.34,76.22,4.006783333333334,35.165499999999994,0.0,11,2023-10-28
2023-10-28 12:00:00,-4.956,-4.338,73.85,79.0,3.748066666666667,49.897000000000006,0.0,12,2023-10-28
2023-10-28 13:00:00,-4.954,-4.008,77.88,83.3,3.4089,88.19283333333333,0.0,13,2023-10-28
2023-10-29 11:00:00,-3.735,-2.232,71.07,77.63,2.6775,357.56333333333333,0.508,11,2023-10-29
2023-10-29 12:00:00,-2.613,-1.53,61.68,73.68,2.4199333333333333,353.75,0.254,12,2023-10-29
2023-10-29 13:00:00,-1.768,-0.298,52.15,63.2,3.7328833333333336,555.5116666666667,0.762,13,2023-10-29
2023-10-30 11:00:00,-2.684,1.934,55.1,72.38,2.1202166666666664,464.81333333333333,0.0,11,2023-10-30
2023-10-30 12:00:00,1.078,4.054,40.73,61.13,2.746566666666667,548.3333333333334,0.0,12,2023-10-30
2023-10-30 13:00:00,3.576,5.698,33.27,44.38,3.78155,572.1416666666667,0.0,13,2023-10-30
